"CASP__CON"	"CASP__WD"	"CASP__WD.R"	"CASP__WL"	"CASP__WL.R"	"CMZ__CON"	"CMZ__WD"	"CMZ__WD.R"	"CMZ__PLATE"	"CMZ__WL"	"CMZ__WL.R"	"EXP__FIELD"	"HMA__FIELD"	"LSI1__CON"	"LSI1__WD"	"LSI1__WD.R"	"LSI1__FIELD"	"LSI1__WL"	"LSI1__WL.R"	"NRAMP__FIELD"	"QHB__CON"	"QHB__WD"	"QHB__FIELD"	"QHB__PLATE"	"RSS1__CON2"	"RSS1__CON"	"RSS1__WD"	"RSS1__WD.R"	"RSS1__FIELD"	"RSS1__PLATE"	"RSS1__SUB"	"RSS1__SUB.R"	"RSS1__WL"	"RSS1__WL.R"	"SCR__CON"	"SCR__WD"	"SCR__WD.R"	"SCR__PLATE"	"SCR__WL"	"SCR__WL.R"	"SHR__FIELD"	"SHR__PLATE"	"polyA__CON2"	"polyA__CON"	"polyA__WD"	"polyA__WD.R"	"polyA__FIELD"	"polyA__PLATE"	"polyA__SUB"	"polyA__SUB.R"	"polyA__WL"	"polyA__WL.R"	"X35S__CON2"	"X35S__CON"	"X35S__WD"	"X35S__WD.R"	"X35S__FIELD"	"X35S__PLATE"	"X35S__SUB"	"X35S__SUB.R"	"X35S__WL"	"X35S__WL.R"
"OS03G0849700"	4.443149727	6.880796148	38.24796979	4.744554227	7.810967858	2.98533713	10.50063842	180.3320482	693.4545836	6.715334967	31.60403835	2.991371509	2.640772923	3.446552756	3.602111626	5.056024348	4.086327656	3.605358848	4.080643534	4.257448957	3.925258111	3.69092301	2.913506004	102.2886466	4.854448248	2.903715807	5.119175699	9.115218054	3.504787749	59.39416877	11.33255025	12.58073191	2.830954019	3.529169092	4.48465094	6.451210494	86.55786819	652.6438872	3.928921641	4.147605161	1.433428231	547.163458	1.180920842	0.42885558	1.073565437	0.84621316	1.927286311	2.653949938	1.34636567	1.437186585	1.140079183	1.235080522	2.26769443	2.486414779	2.631885299	2.16626528	3.944144848	10.55287477	3.404274588	2.570837845	2.414679674	2.094090247
"OS04G0107900"	2.392922234	24.82063936	2.539179003	0.635190876	1.267934705	0.702949091	32.01629686	1.356804643	0.945142808	0.937037577	2.72223654	0.980348954	0.572581344	2.389467505	35.8016346	2.636139358	2.192623891	2.102731061	2.982732089	1.336038874	1.802362418	227.8788201	1.478302329	2.725254709	7.912424451	1.0330112	34.75181521	2.224914073	0.811947049	0.65889555	3.242583469	0.750067547	0.946868193	2.243008236	1.221761021	22.72118547	4.084218577	1.501736586	0.811597559	0.703925259	3.16105619	1.985086982	0.931958784	0.566701136	63.68438961	0.520945825	0.405332292	0.78076766	0.887402242	0.469681316	0.917663148	0.900358465	1.123718914	1.27410436	101.7685695	1.991339258	0.498642017	0.860879865	1.48353511	1.371023066	1.067719233	1.381390904
"OS04G0108101"	7.147638245	59.15768242	3.694018068	0.62308521	2.542576207	1.428815046	73.63090291	4.418598476	0.967712301	0.921722074	5.476960848	0.853310537	0.565398785	3.344474129	86.14947735	3.744113107	2.341948748	3.060957201	3.616105222	1.422039966	3.806969884	561.8416778	2.422173742	3.906393939	17.65983557	1.131609799	84.17028952	2.714537081	0.771410918	0.734786983	2.069085426	2.856564212	0.846297547	4.475328811	1.128411242	50.21624887	3.514783766	0.955732071	3.044241882	1.010270669	0.922893106	1.357673288	1.593386624	0.553594262	177.876071	1.091620745	0.347837782	0.498990207	1.185499939	0.665175536	0.881376742	2.457475949	1.967924056	1.724623286	306.7193007	4.055905817	0.80995911	0.706693629	0.45213065	1.086224655	0.555438695	3.133463704
"OS04G0174900"	3.686924648	2.576758042	9.499161927	6.609373471	6.156788671	3.921324654	4.88492465	3.916064794	2.641478425	1.840951842	6.983007606	6.913758983	6.621156562	1.507544171	0.933552618	1.443352142	1.342244511	1.099703187	1.266474164	346.0075729	2.225196226	1.216978496	7.972437157	1.053171837	3.409638682	6.538122508	1.021873237	4.380765801	4.733650802	1.521652387	2.636553419	2.169852186	1.906989809	4.267501175	4.585479363	2.697312628	5.719990435	2.266676875	4.616330997	4.543838291	9.471238746	6.161772879	2.953196073	5.243691069	0.925636844	8.813171112	6.832460755	1.381957045	1.82392293	2.98922088	2.725044622	5.962526353	27.88359862	67.69814232	3.479064434	55.18858407	93.94797513	5.177753124	1.048359858	17.89618746	20.4220086	78.50476062
"OS04G0179700"	0.0928253	0.863418416	0.226308896	0.088688962	0.928468001	0.122959692	3.387799682	0.263176733	4.731788872	0.131196461	0.27527688	1.519090944	0.940586271	0.448331275	1.119768956	0.180682193	1.168110534	0.317501574	0.272425598	1.054681187	0.107265536	1.082605305	2.106772494	1.213723332	0.135437547	0.163453899	3.059883417	0.346347405	0.822688417	8.697726257	1.444031453	0.328047041	0.060782987	0.073612639	0.213620106	1.418158631	0.192861139	6.558003071	0.281190988	0.184737413	2.416891636	5.513060759	0.091974708	0.083189185	2.110976372	0.168379867	0.869023586	8.012773088	1.934012069	0.512967806	0.082699068	0.099193112	1.802203383	1.263219391	3.861679021	1.836528867	5.347800248	81.76151721	6.757465742	2.551852037	0.513193731	1.147939853
"OS04G0180400"	0.446728931	2.680056123	1.6187975	0.314987503	1.268984882	0.22841226	8.016148458	0.542912561	9.554494092	0.792051868	1.350402662	1.938395291	0.399912993	1.03398968	3.951045416	0.512004534	2.81147593	0.78604519	0.592526195	0.524095685	0.20198946	3.574176566	5.632225379	4.058619163	1.961332537	0.447007298	12.41203449	0.685145958	1.941716462	34.46790102	1.381082805	0.905044524	0.230108766	0.544752979	0.499060577	8.460368057	1.246569883	9.00910582	0.570674551	0.162060707	15.98025223	6.461611962	1.390502252	0.442250668	7.751500735	1.49287589	4.270794558	26.55412734	6.11567385	2.080917888	0.4181241	0.664049262	6.5422063	5.479999227	17.46499165	7.806560226	16.11834456	247.8989854	25.14029003	11.41803684	3.934914013	6.63405632
"OS04G0180500"	0.524381812	3.145918228	1.900185791	0.369740364	1.489566818	0.268116136	9.409559499	0.63728461	10.94648502	0.929730683	1.585137085	2.275337828	0.469428071	1.213723457	4.593892231	0.60100398	3.300182149	0.922679891	0.695522359	0.615196882	0.23710038	4.022650097	6.61124979	4.649659292	2.302262152	0.524708567	14.44523301	0.804241799	2.279236304	39.63753802	1.621150219	1.062364344	0.270107539	0.63944494	0.585810033	9.930995793	1.046944455	10.00642587	0.669872342	0.190230991	18.75802761	7.584804914	1.632207006	0.519125113	8.922790088	1.715254436	4.958585	30.32512733	7.01166256	2.442634487	0.490804733	0.709032447	7.629934152	6.3250583	20.10771855	9.132647601	18.64160954	286.6847971	29.06065475	13.15391872	4.468300427	7.674013091
"OS04G0201800"	0.303421525	0.710802516	0.618680438	0.24308722	0.250603241	0.370438113	0.935009216	0.446322323	0.313766106	0.479648258	0.522255362	0.672474908	0.81078998	0.533779183	1.273131185	0.411578792	0.292145295	0.279917302	0.255757236	0.195619558	28.64679176	29.31510284	66.03503582	51.09526489	0.702608013	0.378714681	1.445707335	0.181950222	0.682745666	0.272387367	0.33849943	0.228510957	0.481340591	0.148389106	0.582947693	0.882082985	0.415407683	0.463181159	0.35143613	0.234445142	0.299234158	0.44020507	0.142265788	0.103153808	2.590558455	0.1410458	0.920199901	0.182753721	0.106919764	0.106004642	0.345049061	0.137646923	0.11288644	0.115543832	3.763458531	0.117310739	0.148052844	1.03288718	0.146596538	0.182902514	0.12106223	0.120831769
"OS04G0272400"	0.156350437	0.281645138	0.324468277	0.124913568	0.157814299	0.157872659	0.256931308	0.797505654	0.237534892	0.22624612	0.321534146	0.209453808	0.393717711	0.158106092	0.163214567	0.180083924	0.221166977	0.211909842	0.146694529	0.148092703	6.710161029	3.579649884	13.58652962	22.42168837	0.105306695	0.113854642	0.204670931	0.120687197	0.189350708	0.206652729	0.256259118	0.121463436	0.104819252	0.098455054	0.149833631	0.15673462	0.180303407	0.234594222	0.210796208	0.849174407	0.226533561	0.333254808	0.172906761	0.091852877	0.106357893	0.123958724	0.118021238	0.124848867	0.080943015	0.07412448	0.142209391	0.088374681	0.085460054	0.084213817	0.130755766	0.088809445	0.098054375	0.148639053	0.110980097	0.087572922	0.091649491	0.091475021
"OS04G0332700"	0.243235849	0.393208066	0.493031245	0.18980682	0.916428767	0.239888332	1.201237703	0.334234751	0.624418783	0.662813346	0.488572817	0.318266157	0.717159498	0.427067529	0.248005389	0.273638466	0.336064379	0.321998115	0.222903105	0.36369163	10.95416224	10.99715242	34.10042546	1.554422327	0.160014074	0.173002724	0.157650044	0.153765063	0.287719391	0.485388288	0.389387071	0.184564327	0.159273402	0.587186369	0.227672986	0.238159076	0.273971971	0.356467147	0.320305941	0.269689987	1.604071204	0.506382425	0.165930383	0.110586098	0.183047766	0.180663678	0.144675075	0.163481341	0.122993335	0.112632535	0.122197169	0.198423632	0.575379504	0.472107706	0.739393584	0.496472679	0.882525954	1.290573979	0.249189564	0.174797538	0.482354516	0.380834919
"OS04G0414700"	43.43360432	20.64522202	36.41241114	8.5661416	52.52374123	24.53704759	5.572045382	5.423409541	25.99689188	62.46883268	21.34979167	2.438920762	1.383315307	4.575339911	3.249114015	3.867233903	5.108524111	4.50774508	4.160522893	21.03420254	4.230065373	8.764868515	6.668711903	6.164181697	2.894675181	2.076557502	1.666489521	3.424727221	1.776056814	34.44982408	10.58078717	4.022174937	22.87195592	4.245874884	9.887864606	29.22169408	4.456821048	19.04447874	80.3748146	29.11947519	2.728121265	27.22556771	2.065185991	2.875338299	3.216052807	2.810391155	0.332719134	57.31581663	7.099959449	4.35513889	3.205389643	2.06212507	3.560261106	4.274115676	2.179086151	3.215131829	1.560159888	497.6597643	15.32006927	11.44103681	3.842744895	2.259903325
"OS04G0422300"	1.774566724	2.745703958	0.715005474	3.42263469	5.353844338	4.830958502	1.509860737	2.17513819	1.386955115	5.027896793	3.849589133	11.35639228	15.2392403	1.383637996	0.529310003	0.971276865	1.314038718	0.413587663	0.876188687	308.3881148	0.945334563	0.614683712	5.78640258	0.603702306	7.526986565	5.64660511	1.722372369	3.092725377	14.18879593	2.786137664	1.686697862	1.997056511	5.467609886	4.986318586	2.999508887	0.254320081	2.116348517	0.852351061	2.604437523	4.127867608	5.192253143	0.998166566	4.25139154	3.213299619	0.553529595	2.708027026	8.815813732	0.728001478	0.545047601	1.662961028	3.742791552	4.162837081	21.09017127	30.51334178	4.997629386	16.31106387	62.02127884	6.129242637	1.456510703	2.830790667	27.70260158	23.26123489
"OS04G0445150"	4.394076329	8.033728139	4.831803782	1.273301413	1.124170672	5.563706731	13.79253181	2.241451033	1.76170908	3.56159143	5.592468245	1.593326967	1.257750797	3.598784303	9.564872313	0.949615952	5.866627264	0.64583973	1.369057342	5.166558759	6.637762899	176.26369	5.855191489	7.410531751	3.037553377	8.250662737	5.797919187	3.430109244	3.55328246	1.365188295	5.389165916	14.02767643	0.472765421	1.814513085	1.977673554	7.288934344	2.351180578	1.600390773	0.642445694	1.253107992	1.532807091	1.683614457	2.656480397	7.149757045	66.64700129	10.24414013	1.527639454	0.556632115	2.72619454	10.1139582	1.058047057	1.40991403	2.738718922	5.661757052	191.2061101	15.8261631	2.54573857	0.488135787	5.078640158	4.631030306	1.39279098	1.437356448
"OS04G0457300"	11.08468249	2.893287782	5.049715584	11.16810311	15.67697253	7.494465499	1.975631654	7.92229087	1.365002303	12.0873853	7.706428006	22.62547873	29.76617446	2.038639289	0.438932704	1.080206232	2.555123759	1.145152957	0.993652907	439.3247224	9.929013829	0.508664877	27.29701851	0.698325105	8.061062253	11.61143739	1.754186402	4.039071335	30.25116409	1.202453522	3.271038349	6.974932269	11.11403842	8.613392794	7.756036416	1.055594255	6.128198901	1.92421064	6.836008116	12.98791867	20.56594551	1.301961686	9.546651301	10.78742035	0.718284227	5.663319142	21.04999598	0.5052819	1.846653516	3.314695858	9.425578977	10.35141439	35.80693326	48.81744316	4.464443988	22.91513825	95.17004004	2.657114884	4.946135374	7.324537351	38.33505738	44.0212434
"OS04G0459500"	10.48335331	5.139717979	9.771872784	1.261251123	6.398453701	2.737785332	1.436775733	2.16689815	3.055465383	6.340706792	5.531607674	1.041354773	0.50878878	2.11710565	1.534063054	1.617077358	1.390627565	1.14219033	1.424644483	3.714205047	2.580473181	2.063973884	0.656279729	1.262711199	0.591573697	0.752180748	0.47545627	0.660968458	0.683489482	5.697500868	3.566913781	0.766925962	4.67754136	12.81558843	2.016367224	5.37226016	1.046835596	3.43942112	12.94328861	14.64038425	1.906375551	4.116868753	0.44980785	0.876024749	0.615382555	0.532298988	0.259677486	8.990292924	1.152520582	1.546144602	0.56318979	0.373760345	0.673029983	0.70324857	0.689401313	0.754684989	0.861517624	214.1874899	3.782468178	1.902839934	0.733090561	0.338975001
"OS04G0510900"	1.276846502	71.67187785	1.436024549	0.173466929	0.417751846	0.566361001	112.4627858	1.214617559	0.522618606	0.314187003	2.263828788	0.636475539	0.460304911	0.39928501	58.28576279	0.485421657	0.946015627	1.064023863	0.901155056	0.205655692	0.611479146	358.9804897	0.168493168	1.353730293	0.443315209	0.315091384	88.31136135	0.828677994	0.444668023	0.211096168	0.411910582	0.250583989	0.250938112	1.306643575	0.354893054	89.21209082	0.428360083	1.785655661	0.352978375	1.940277468	0.314586172	0.462789504	0.155833931	0.18618302	137.0221335	0.225828529	0.138893081	0.117670132	0.260332507	0.148934925	0.133930114	0.278193091	0.228692912	0.457951107	74.26828978	0.402493709	0.155648598	0.206163802	0.287236207	0.196645716	0.431502082	0.152433912
"OS04G0580500"	1.386313295	1.125641892	2.197106355	0.871415179	0.505310561	1.718879598	3.56006329	0.318694886	1.513755135	2.120238751	1.383243937	0.353679169	0.848819258	0.214889726	0.221832906	0.653782704	0.300598861	0.288017037	0.380345022	1.061354624	45.88292642	17.73972869	42.45237605	63.06839505	0.690415119	0.635158553	0.660991884	0.893036738	1.061978911	0.81142286	1.296760693	0.784558086	1.002143334	0.8321381	0.910790286	2.339052758	0.245059184	0.668876091	3.314809225	1.277856246	0.454486012	0.750820405	0.713683683	0.94163037	0.242816097	0.57269159	0.465521993	0.409705782	0.901837587	1.045490545	0.957785068	0.67454142	1.090443497	0.604057023	1.439365636	1.745019203	0.380346725	0.662681275	1.139492882	1.076735971	1.272357817	1.167834648
"OS04G0617900"	0.263547296	4.08034624	4.48724024	0.290821721	0.853151268	0.553614397	7.79692619	0.604715787	0.391075487	0.372489745	1.213181798	1.142968585	5.99231775	0.462729869	1.385544075	0.791999626	3.210718471	0.612892573	0.673028685	13.76832191	10.78097197	43.51073118	210.3501427	0.327370069	1.205554191	0.690436036	8.335150531	1.925713978	3.019171976	1.494614967	1.765225302	0.397817979	0.208588097	0.951148701	0.781057753	2.747243014	1.65208624	1.122650279	0.347053138	3.765838638	20.87282092	1.541241871	1.210346601	1.277871986	10.46608906	4.467460637	19.15840243	0.494332126	3.064509322	3.240613585	0.155540199	1.014876799	3.372127168	7.881874255	21.15795588	20.90466678	127.515655	4.56230782	8.572554156	7.36632506	1.095514305	4.484927514
"OS04G0659300"	218.0409516	69.72477627	146.1469149	99.20984054	874.5366226	565.280247	61.25712598	170.3419141	164.1670715	149.7953865	154.9214972	886.0024603	1197.896774	22.97143497	16.26025618	25.81681712	66.32318408	26.92984012	12.9697856	185.8493447	116.4772864	60.51514314	610.14752	55.94983349	491.1717093	2022.246366	50.74503028	582.5764794	2236.306308	577.7193	6894.015277	1584.067578	783.9644676	641.1777135	224.9790273	49.43240521	81.30934433	108.7653648	86.57858439	64.68191539	1722.35857	139.1770331	250.7398856	847.6461199	56.20543894	405.9530218	2110.442472	340.491472	5855.420153	1156.705126	532.5819465	227.8059233	660.7537236	2031.375431	59.57894131	899.4580769	2524.586252	558.9163047	68950.81325	4706.064658	1294.043181	696.0199618
"OS05G0108450"	20.71078907	20.20315748	14.09064933	19.8702001	21.46657888	28.05818549	14.8183989	20.39648266	32.44590555	33.9085387	24.80461308	31.7979695	30.65768773	2.514274757	1.989384699	2.541159202	3.532966205	3.310984351	2.276899194	9.63134729	1760.440399	728.9154825	2513.194284	1009.480782	24.84877152	20.46065338	25.18212702	32.46058233	28.43116908	37.38363832	4.585901344	24.86092198	26.2891362	29.40883466	24.09300624	16.70446325	19.41479259	28.43316152	20.66862297	20.12592635	24.2649998	27.66770967	38.19669494	32.9851396	19.97604751	43.42751112	32.09455377	49.97042977	5.314849919	23.04353948	40.56925578	38.98941132	2.723784033	3.079481133	2.380318566	3.745844695	5.069812753	7.453687477	2.395300068	4.132744055	3.026523045	3.824640244
"OS05G0108600"	64.48771775	63.80080484	46.43174254	63.74374932	72.656489	94.36160824	46.9766534	69.17608619	95.07298026	111.7192473	83.22697153	109.6630511	104.7180732	6.421930566	5.258939246	6.024977109	10.97944219	8.994947049	5.832387843	31.55050253	5704.493214	2511.475518	5841.059508	3430.446647	88.73753157	73.01662826	88.5738089	114.4430918	98.71220281	133.6888795	12.20482005	85.11397609	93.31293056	104.4962233	83.65277208	54.30839147	63.8988389	80.93199072	70.15437666	70.05678564	80.47646287	89.84988255	131.8793806	113.4762082	65.48043158	151.281282	111.2219689	169.780421	7.626114843	78.95865611	141.6351682	134.7478054	8.187833831	9.71402562	7.273102096	11.54013096	17.23440389	25.18372594	5.750962854	13.21749693	9.843881203	12.41450213
"OS05G0141800"	0.236704516	0.973771007	0.479792443	0.219754292	0.412457727	0.233446886	0.405761488	0.325259929	0.351243724	0.334550975	0.475453732	0.677728584	0.399549785	0.233792063	0.241345985	0.266290766	0.613298573	0.313351869	0.413801297	1.295226667	14.47854148	8.823113934	18.5191433	29.05121168	0.1557174	0.533352503	0.183143333	0.269837315	0.445597743	0.259803402	0.659470798	0.988337158	0.197032381	0.166113361	0.501082495	0.254956951	0.351669972	0.346895344	0.311705133	0.262448311	0.334976016	0.49278512	0.131937447	0.107616657	0.331314629	0.167345215	0.209059525	0.124444661	0.533614479	0.243670666	0.191026836	0.12507336	0.265733934	0.888334788	0.2202492	0.189628204	2.490929009	0.187799258	0.760187626	0.38145555	0.355187927	0.617260812
"OS05G0163300"	2.283653297	0.734024839	0.559474596	0.494957381	2.43549385	0.762737993	4.153532115	1.293679335	3.444326189	0.661106577	0.975727945	5.932074882	0.840848557	0.226656579	0.45391322	0.834066541	0.699065687	0.617278391	0.706888707	2.284151501	455.5985764	165.4893974	153.3138354	944.9762882	2.451191669	3.210570394	3.969264428	3.173810439	6.936278842	10.86442461	1.87903313	3.685984785	2.939980517	3.792490009	2.349103811	1.829865515	1.606534782	4.1399654	3.94741994	4.904448906	2.295613605	6.101359228	2.363537496	3.357894748	2.71546416	3.45591118	3.057947378	12.55228463	1.030047273	6.70978754	4.163207311	4.103516414	0.381891256	0.923959295	0.309437364	2.835121446	0.938150025	3.735039643	0.562745664	1.988211947	0.866674299	1.706022644
"OS05G0177500"	0.248281794	4.577948678	0.873664227	0.108593886	0.422009421	0.137246944	6.391633491	0.178277554	0.351777158	0.315674874	0.848569939	1.335778371	1.505889835	0.638855107	3.474201677	0.694139488	1.25873332	1.546997531	0.963169786	57.17266503	0.237252044	1.64296887	2.000731324	2.530112443	0.189391977	0.164500264	7.917271789	0.424706169	1.483453762	0.132150568	0.465253965	0.357711567	0.134855243	0.249938398	0.130258197	3.647816855	0.239298479	0.427833101	0.312982886	0.264208308	1.153615481	0.289715802	0.070708261	0.114687789	9.580714455	0.110689877	1.011408346	0.081913235	0.150702073	0.104111548	0.095935683	0.216115592	0.426269644	1.080050447	24.26812244	1.663574175	12.94840988	0.63117589	0.096480792	0.076131713	0.420388392	0.846955169
"OS05G0197200"	3.397516506	1.351885768	0.698760126	1.935922553	2.843999766	2.376423938	1.61486469	7.655680546	2.348919953	0.431678677	2.501623314	2.656073606	9.027819311	2.854381152	3.022522474	3.224961892	2.972527712	2.326875959	1.225508502	2.794623285	166.2478716	32.59122818	399.2501455	95.78061451	5.295567816	6.098788777	3.14039392	5.478137646	4.119284833	4.78195456	4.528237704	1.546250882	4.252539056	5.943951022	3.763657251	2.423119373	1.615737582	0.968108773	3.869992545	1.319518893	6.452068991	5.260181371	2.736966683	3.789804274	3.127799347	2.985392921	5.842958527	1.73206272	2.31424932	0.912154526	3.559436175	1.786842372	1.856124505	2.183480218	4.849466829	3.794162875	5.878319263	9.376756108	6.988509147	2.78800095	1.436556482	1.387023713
"OS05G0225800"	0.246426111	0.477261528	0.797820961	0.289640556	0.267649575	0.701836563	0.462115393	0.289307302	0.530928796	0.512274509	0.730117975	0.646596175	0.411029218	0.223052499	0.786179479	0.439535158	0.312017369	0.546213389	0.27315415	0.208925836	86.33419832	87.93674996	77.52531479	126.8999947	0.364399631	0.211438981	0.978621641	0.402410964	0.236699803	0.313028946	0.815259945	0.360713064	0.279339097	0.490080415	0.211381897	0.587473047	0.254367969	0.694283929	0.988100951	0.473975324	0.792920057	1.009057393	0.296312201	0.145636754	1.247092161	0.171635529	0.409415473	0.229321657	0.262759768	0.328454852	0.437576309	0.275378955	0.138447556	0.207506959	0.606989773	0.125290356	0.190139961	0.459878767	0.526237415	0.239856388	0.213146558	0.195412911
"OS05G0226000"	0.501100752	2.451508847	0.719087037	0.650218181	0.363258462	0.330869602	0.737392215	1.079209913	0.497825751	0.799606413	0.82861776	1.255522629	0.601827229	0.589039335	1.146674488	0.377419983	0.463521866	1.311700136	1.029274051	0.310372764	124.5502364	139.1734885	115.6050303	181.1662651	0.559304594	0.683338723	2.551902731	0.318326256	0.671086911	0.976983799	1.319442531	0.614404304	0.729734569	0.701245166	0.427311532	1.478001498	0.498429882	1.685216981	1.661312788	2.06402137	1.22197695	1.499019645	0.605776651	0.553088032	1.499030614	0.551999577	0.729751623	0.606138413	0.429590972	0.671571729	0.733386617	0.572684049	0.179107226	0.246962936	1.226218133	0.269243222	0.23490274	0.363548429	0.367251291	0.412004978	0.417132508	0.23005118
"OS05G0247100"	137.2356116	1100.45582	184.1792762	22.65080324	137.4792117	274.7940258	1179.83965	239.8940757	1303.696886	22.20573775	93.75050465	345.4487944	396.339016	20.35232955	80.72228061	36.22297457	19.94965687	18.05022171	17.04013898	92.00290244	45.9356447	568.8930633	225.7946809	549.914641	283.6808199	663.6836827	1672.387032	529.2205664	706.5836072	5286.401097	1019.674841	368.7465999	55.50380599	253.0439286	173.6045797	1128.237412	164.6384044	1090.489933	26.29100112	61.03581462	378.1232399	1374.810478	176.7126966	340.3554307	1872.302964	548.0394008	747.8034816	31033.64841	669.4824416	251.1437929	35.35803044	103.7046128	257.8463662	756.1310404	3054.836933	1326.49726	999.0432714	8139.032364	1214.038876	661.0123468	81.0603417	211.9048538
"OS05G0304900"	1.971446966	2.232196952	4.42010686	0.309694647	1.330445862	2.661685841	8.061865725	0.555173831	1.133540393	1.106846386	1.173844396	0.895376215	0.223495789	0.158503094	6.218955886	0.77969503	0.649366369	0.212441945	0.938860529	1.077471318	0.744904493	52.04924478	0.151023678	0.148170947	0.968086159	1.328934566	4.383691133	1.434380659	0.54357701	2.162340328	0.447098846	1.009198807	2.574692313	1.767408456	0.49248107	3.211476682	0.30923672	0.609710268	2.139898377	2.206038022	0.705570298	0.334091606	0.330228306	0.379892048	2.790911833	0.264044995	0.11068279	0.456040071	0.128839844	0.210994751	0.229241602	0.207977241	0.197877975	0.194043385	5.773516882	0.168319593	0.098300588	0.424611497	0.426658272	0.172769007	0.157228721	0.18111453
"OS05G0349800"	4.761807358	657.7086632	6.480322648	0.941910029	4.732706446	2.948844446	520.2990113	9.998629166	1.070139105	3.077593384	10.47431754	2.294247089	0.775298625	1.716788169	17.93460513	4.297658502	1.924354883	5.14828176	5.986864545	0.718167921	71.84240014	4405.962314	105.9520523	61.51455396	3.981065831	5.456918511	548.1893357	5.553718356	1.643163159	1.760398354	3.697343391	1.73679453	1.931664478	11.1331094	1.054949431	568.9699005	10.24721589	1.342750642	4.298748547	2.510964297	1.148146037	1.408450024	1.338489979	2.789106523	589.78577	3.847791692	0.945447684	0.823794397	0.811630802	0.592926823	0.87380088	7.078143919	2.436802174	2.432775854	29.66509947	2.83401542	0.463809581	0.893520845	3.39872256	1.213526044	1.788026756	2.06361273
"OS05G0381400"	13.22818392	1451.496329	21.39561928	11.47651253	25.820252	4.762231888	1632.741395	34.9456029	1.852319134	5.529013858	46.87816833	8.439091602	7.588516784	16.00498724	2318.012402	26.37837699	7.996370725	14.25130265	36.49702912	4.384096714	12.88059555	6310.338146	6.802226042	126.1410087	16.15682744	9.728013064	1704.747207	40.25506397	6.36489852	8.419195212	25.77332479	6.608340796	7.507037825	67.3650723	5.223503672	1448.299708	28.69960567	2.873734937	5.796630768	35.04025003	3.270536025	1.514661	5.20072792	6.832684747	2671.257315	26.52245283	7.450719066	3.013261653	8.859822202	2.782943408	4.193916467	38.50728323	7.439191212	7.769401828	2103.586332	31.77022506	11.3854477	2.663542967	11.0840648	5.907243106	8.235550119	18.97150211
"OS05G0427800"	1.577881421	1.62946775	5.599798778	1.40870549	3.160921899	0.700189457	3.608910602	1.898253504	6.744806658	3.165076105	2.277419317	7.077482876	3.240098196	0.564866731	0.583117817	0.643387086	1.362159089	1.383251803	0.524096562	1.458000019	1.028035748	1.266327146	2.395398636	2.263661841	0.37622996	0.54850125	1.102544018	0.868301467	0.915548145	0.627712918	3.533329019	0.851819019	0.55420376	0.715352748	2.072636966	2.391541236	197.4408406	5.439416583	3.322406133	2.008939768	9.285228997	4.168024994	0.353322134	0.316009656	0.425323504	0.469868065	0.62936676	2.067823549	0.606975908	0.458161412	0.344562934	0.345885606	0.528845545	0.372499532	1.013317743	0.456543108	1.103299488	1.64691727	1.498172045	0.494696062	0.32743677	0.70095756
"OS05G0458300"	12.59527677	2.814971252	10.61886505	5.426598758	10.46673394	11.91838786	5.548693831	10.39726599	21.58537861	7.603692382	14.0433512	16.73637259	19.01427437	1.578607251	0.670552398	1.59233517	2.058573021	1.440439602	1.20518819	9.590500407	516.8084125	97.23914383	432.235978	575.0018499	10.46263393	9.33640165	9.498480468	17.07851438	21.63734646	16.25633046	0.879531647	6.226431112	8.12745769	17.17860113	12.83648716	6.238343139	9.587592818	25.80883099	6.390045104	5.107841613	17.38157336	17.7479929	10.21698164	8.952776801	3.123052232	11.99550318	14.0531292	13.0894277	0.190810406	3.320192077	9.79618013	10.16113578	4.157333113	6.650048551	1.820173271	4.655427732	7.088017133	11.57814346	0.321393414	1.586680391	4.357688507	8.962227404
"OS05G0458500"	0.688578924	0.99175283	0.583431436	0.770588246	1.028896611	1.137105158	0.286412886	0.808169165	2.711862228	1.161482633	0.50890401	2.434251426	1.326408835	0.753746629	0.571094138	3.14352879	0.383978237	1.726592365	2.127205656	0.32315343	58.43051171	0.876709678	39.48576768	53.0960431	0.890512487	0.728682482	0.165426522	0.616365104	0.839254208	2.763894574	0.70786065	0.393455593	0.811448505	0.337511003	0.734283575	0.68250829	0.61614666	1.158527037	0.235318917	0.639132637	2.039635435	4.3602594	0.588910923	0.579052119	0.250322596	1.158658069	1.514817873	1.8736582	0.43189325	0.514729394	1.306881258	0.560135618	0.183691379	0.166221505	0.121053309	0.204571953	0.440805673	0.137442535	0.102745052	0.18206716	0.135429132	0.252906486
