RSS1__CON2,RSS1__SUB,RSS1__SUB+R,X35S__CON2,X35S__SUB,X35S__SUB+R,polyA__CON2,polyA__SUB,polyA__SUB+R
OS12G0563500,18.75692653,19.80813439,25.60358862,14.39315721,12.98015226,15.65542611,14.65104014,9.162694341,13.30832812
OS12G0563600,1.369708781,5.46329094,1.524009888,4.706766741,2.463238615,3.348128425,1.096794781,1.56912481,0.789175995
OS12G0564100,0.127171972,1.418670139,0.084632246,0.159335129,0.368096436,0.140050638,0.058989641,0.097645855,0.051647816
OS12G0564400,0.894008796,2.227862846,0.483599938,1.063374682,1.052968195,0.868217097,0.223117146,0.272498583,0.235175474
OS12G0564600,19.0710917,27.03140506,20.11407354,20.19407833,25.96193227,15.20625245,14.68549294,20.52948918,13.02996958
OS12G0564701,25.5305081,34.8887415,25.31455776,25.30536378,34.27264309,20.13965537,18.89184728,27.11905826,17.09995583
OS12G0564750,4.006023054,3.150044269,1.846326626,3.414309805,5.363020691,1.705306617,0.579965767,2.031940786,0.918816327
OS12G0564800,0.23234821,0.161801268,0.186954919,0.114015101,0.078648118,0.124268684,0.278737581,0.13710756,0.106317685
OS12G0564866,0.276525926,0.192565484,0.222501744,0.135693455,0.093601941,0.147896611,0.290065759,0.163176618,0.091297564
OS12G0565100,1.757856602,5.29739798,1.699676284,3.197902437,3.455434176,2.774245008,2.202608774,3.290390375,2.206173023
OS12G0565133,1.816404198,5.481513373,1.873431093,3.528765786,3.78259238,2.926036917,2.272050358,3.274665871,2.414010123
OS12G0565200,0.952323325,9.448968738,1.632550253,2.504605725,6.418504432,1.925177215,0.761978428,5.209204564,0.820452185
OS12G0565300,7.981688341,1.762213594,7.518836541,3.909898047,1.058844638,3.923773561,6.959221947,1.311676095,5.664306622
OS12G0566000,25.70171199,44.25215295,31.01235646,6.057471812,58.9532023,17.61900293,23.85735046,47.13552909,22.57131822
OS12G0566050,25.32266525,34.25622249,27.59873792,6.206404872,58.56693645,15.3680793,21.78095571,42.70651778,19.85984038
OS12G0566100,10.707171,12.90354972,13.56090045,11.94034763,10.51493735,13.53949333,28.52337012,13.08443352,22.71478987
OS12G0566200,30.16931043,69.55670287,35.08971821,25.86300368,42.54787198,26.61633088,22.18487555,43.49714479,19.47174069
OS12G0566250,30.83708825,70.94642667,39.82520691,30.36847718,40.57624091,25.92458084,23.5202314,42.80531947,18.50245709
OS12G0566300,196.7428829,94.80613947,199.9109038,165.9815034,92.37078353,185.7470861,136.4522462,56.45240079,138.4010406
OS12G0566400,104.6507864,44.14745651,100.2516568,66.44254571,62.89119349,82.86219334,127.0399967,63.49796898,124.0930774
OS12G0566500,12.75635175,54.82550564,19.79995107,11.98119644,17.01786451,11.27742765,11.28998514,25.94648882,9.120573249
OS12G0566600,13.88180207,0.524674117,3.608875862,1.968290946,0.742898901,3.625134895,17.26102193,0.577469456,5.393086953
OS12G0566700,35.31194353,16.31801744,28.80733434,54.66622311,26.50090631,40.38380301,28.11389035,16.45138714,20.26905538
OS12G0566800,3.410215551,15.78013116,10.04328825,4.088076998,5.678001003,3.969269634,5.111418617,11.88132524,4.600082174
OS12G0566900,29.91359828,33.32400383,27.56869206,30.06001112,30.2080269,25.30425596,28.59348882,30.2065145,20.94248148
OS12G0567000,3.232416514,18.73919641,3.928775784,4.145640972,13.3324868,3.284472103,3.646092505,19.84020092,1.262105212
OS12G0567300,10.61814691,43.74500935,36.02866394,36.10693448,23.68949027,31.23410978,35.83478355,42.81813158,44.6668026
OS12G0567500,9.362329145,29.77495846,6.613769778,7.386079028,26.5474514,5.308797739,4.931762039,16.85924066,3.302306858
OS12G0567700,412.7762752,304.6762264,668.1895084,248.3264708,280.5985286,364.2212035,469.9875215,333.8325625,426.7866386
OS12G0567800,73.03818978,106.6487497,59.82634018,43.67521255,148.1985348,83.14334096,136.398738,212.1677876,148.9110635
OS12G0568166,41.40938341,108.1784775,48.316913,225.1909318,287.7725163,183.931929,130.4400598,215.8432289,187.5367565
OS12G0568200,199.2424802,519.7855985,230.8108825,1080.809713,1367.227161,886.1610814,626.7784125,1029.738597,899.1544632
OS12G0568350,31.77114766,143.3328447,40.55274388,28.70520915,111.5527147,41.53161935,74.76474067,340.1123891,103.2519892
OS12G0568500,336.9560972,1518.530067,428.4128105,304.6382869,1183.869719,440.2595404,790.5632787,3471.587682,1092.907823
OS12G0568700,0.371053794,1.458109547,0.409288514,0.274961841,0.776723558,0.407559957,0.322078651,0.467111342,0.435160844
OS12G0568750,29.55683421,22.94300951,32.05709666,23.12894713,20.13154739,25.45807268,26.26438043,15.98235048,25.22961147
OS12G0568800,31.45867606,25.92977585,34.40756427,21.49118107,19.0916726,25.8500635,27.23896747,18.29821634,29.7083021
OS12G0568900,39.09111143,8.532588695,44.54211036,3.934499015,9.862960769,2.501265001,18.93520221,12.89550688,13.84905457
OS12G0569200,310.5780485,16.57039121,325.1814116,4.77599174,6.056064908,14.9263626,392.7038393,18.14981139,221.3952758
OS12G0569300,36.03306546,91.52764844,35.00665625,4.641594939,22.39718879,5.401626643,31.36604494,91.89411002,25.7344593
OS12G0569700,3.095098571,22.07137743,11.37320505,0.86630135,1.456196892,0.937066828,4.119729931,8.294032457,3.31836423
OS12G0569800,6.836575202,41.45727097,22.59448369,2.160030453,2.968321854,1.542345469,6.464607351,16.71256398,5.984031072
OS12G0569900,5.805984563,2.770661534,6.945421279,1.100387759,1.007104617,1.167381437,1.68289897,0.7220929,1.747772932
OS12G0570000,35.71625781,103.2667001,43.66484864,69.27940639,96.17835548,61.27328822,54.46908792,88.12221427,43.29599258
OS12G0570075,31.87150407,93.08307873,36.89945382,65.99327813,87.53201274,55.19582469,49.80706679,80.30255003,39.03905277
OS12G0570400,2.511978048,13.11984105,2.973289025,5.461386828,15.55986352,9.698040572,2.664941099,11.79287892,5.482085393
OS12G0570700,985.1946031,1697.991486,527.313293,19562.80197,8169.33199,2722.334453,5662.90822,5432.888224,2409.685956
OS12G0571000,290.5642416,328.8049147,348.5369192,1352.311111,640.8779849,998.4408482,770.8396258,613.1642255,961.3280447
OS12G0571100,1246.949979,5185.007365,2762.472695,71668.37788,65559.27318,79141.87705,12687.54366,67503.26352,105703.9233
OS12G0571200,41.92803051,15.7778691,71.0545892,41.42594537,32.76406001,72.8780024,93.46735564,29.6450438,113.4380525
OS12G0571300,14.74298794,0.733537822,5.367865679,1.735827892,0.763118701,1.781221377,4.982991347,0.236903829,1.781557373
OS12G0571600,3.868268737,1.302852947,1.074105877,0.600720618,0.68012515,0.803627702,2.199513121,0.361294373,1.018477696
OS12G0571700,5.288266929,1.923402518,6.940654383,8.536572387,1.849460207,7.317075843,17.66857815,4.968921714,12.71167695
OS12G0571900,9.265707477,8.890275273,9.4348749,7.000473211,6.980180173,7.064073362,7.478575475,7.084963332,6.594900581
OS12G0572000,19.83652066,5.932484463,24.25719134,4.516125989,3.38835903,4.040852446,14.40816459,3.771467531,11.96637504
OS12G0572201,0.396024423,0.308039648,0.682058601,0.256216339,0.129887074,0.105868855,0.41807544,0.176070983,0.196245486
OS12G0572300,18.50454396,74.43746757,33.92611756,23.7123333,60.11439506,41.08520282,22.30618233,70.00504678,33.02930558
OS12G0572400,37.13773395,125.3538404,87.02945981,49.16407138,96.49427966,86.00376168,50.70709482,114.6812866,71.69684864
OS12G0572500,21.40847443,8.704410762,25.07159005,23.56494186,7.212478437,16.45157849,14.43069057,4.695325388,13.09265895
OS12G0573000,2.199350704,4.271949378,4.117652001,1.73253368,1.385528144,1.870650443,1.356968155,1.743164997,1.876665915
OS12G0573200,31.14370627,42.57662605,38.10531661,35.40948932,25.75434515,30.49315865,26.22855605,25.765304,24.35384855
OS12G0573600,6.862648445,3.060236897,2.320124509,0.528804778,0.745149582,0.961651796,1.531995454,5.202491375,5.917704112
OS12G0573900,1.510735108,12.19338247,4.867708575,3.001636329,5.964807028,3.029156866,3.882754488,9.923482058,4.108690167
OS12G0574400,0.822438251,2.709070606,0.794911452,0.693441313,1.115354947,0.498517307,1.174868229,2.547978339,0.756283509
OS12G0574500,0.634443968,3.578763912,0.992893257,0.841072418,1.133022703,0.635243681,0.82340197,2.413096119,0.641392826
OS12G0574700,2.727092615,6.300199473,3.220290546,4.389891405,4.244059677,3.428109588,0.962660135,3.05294945,1.218617437
OS12G0574800,6.374070423,11.42672552,10.88151238,5.358946556,6.02065562,5.808351481,7.478718462,9.28060414,9.435907377
OS12G0574900,6.028313753,7.369599333,9.667362632,5.221765736,6.514742485,5.652038501,5.232950447,10.3434401,5.544834614
OS12G0575000,1.894377238,24.65390589,2.306255203,8.919665864,40.68404208,11.63083563,2.089461964,23.61396765,3.568505019
OS12G0575200,42.75820058,21.10442762,45.25773671,22.0465466,17.78820878,28.04762144,118.296391,45.90381443,126.1336173
OS12G0575300,70.36400995,72.47105282,132.7755822,157.7233113,206.4515935,236.6106061,148.2354417,215.0657767,263.6764433
OS12G0575400,71.88619599,72.7619648,126.0924151,155.4378159,209.7399557,241.8638088,147.8439172,214.410543,262.0035784
OS12G0576100,77.28310022,78.26396287,122.1926305,197.0772345,254.3926214,281.436762,181.6705894,251.1331123,294.2354692
OS12G0576300,2.692657881,1.009230143,5.319109118,2.53857669,1.952903936,2.193824408,3.03028509,1.663979357,2.68193971
OS12G0576600,13.56139099,3.788520912,4.186546392,20.75909515,2.798832516,10.04895355,5.77506402,0.814357069,2.737968364
OS12G0576700,17.51364239,15.6464033,23.13765438,14.43218122,16.09255472,16.64857996,23.40663347,17.36233934,16.99757355
OS12G0576732,2.807496367,8.918435265,1.85524874,1.399591219,21.30907371,2.789034578,2.739897982,9.463790823,1.459991599
OS12G0576750,3.420095295,10.23045195,1.954748625,1.776559572,28.72027559,4.380238434,2.754718217,12.73333891,1.257131187
OS12G0576900,9.194566621,12.61688019,16.04008125,17.57116704,11.93480662,17.20731364,11.308273,8.29766286,13.55909507
OS12G0577100,9.948288833,18.93775132,18.90866687,9.697507966,9.696624339,10.83296521,11.72404884,13.50375595,11.31099807
OS12G0577200,8.093115116,3.420436857,12.14749408,4.435229167,2.823230003,7.268804549,7.467651859,2.189288936,8.066466377
OS12G0577600,2.28954439,0.573668139,3.081239825,3.284198081,0.564933395,2.8734671,3.720356376,0.289874092,2.232583466
OS12G0577700,5.061973894,16.32848248,6.120471587,1.321353429,2.107038292,1.123599632,5.470824561,9.412317258,2.147077556
OS12G0577733,6.068090717,23.68965504,6.985324003,1.985425918,1.899421113,1.492283743,6.36601526,12.1941812,1.578175651
OS12G0577766,5.546845516,13.74376638,6.486823578,1.314581087,3.013691382,1.165318242,5.243798271,8.845943705,2.631657475
OS12G0577800,8.464801556,9.56166334,8.334734861,8.332617274,8.787769834,5.871593253,6.911571743,6.69078087,4.9727926
OS12G0577900,2.379113827,2.921242418,2.097822406,3.943954278,4.126277219,3.487752541,1.173955018,2.648805722,1.581443217
OS12G0578000,2.347290556,1.746108864,1.838473215,2.976327628,3.566837309,3.041025773,1.217252492,2.260802233,1.857056555
OS12G0578300,4.461212074,0.980940442,5.399238883,2.550130581,0.676643188,3.398011811,4.414325769,0.235988397,2.771918937
OS12G0578400,28.87443652,20.59720838,19.30368826,15.91783845,17.78857235,12.45541677,18.02101873,13.73627392,10.27228267
OS12G0578500,20.32603702,13.43025897,16.04275822,12.80258777,13.04674581,13.99498915,19.75675695,10.78309369,16.09329885
OS12G0578600,0.202203035,0.516221467,0.502264333,0.297848525,0.266782872,0.402972029,0.315820652,0.159138707,0.307110578
OS12G0579000,32.56004808,69.94614941,37.2339489,35.29289953,55.72495688,38.27858413,29.44212006,43.8301729,30.97781375
OS12G0579450,0.370162436,1.616717851,0.3405006,0.491867234,1.083150014,0.596632255,0.470820006,3.686589053,0.980881372
OS12G0580300,7.027768435,19.8099345,8.202779009,7.653277994,13.35453031,12.33028144,10.03767412,10.18286751,9.224630166
OS12G0580400,17.88814489,16.72478272,20.77646798,25.69887656,20.19623337,24.13066517,19.86436397,17.52634935,13.97955177
OS12G0580500,5.259807883,7.892582108,5.807477957,6.328920974,5.217872542,7.212712993,3.466188698,5.383306877,4.804858284
OS12G0580600,7.992485115,2.283052388,14.58061139,2.397519644,1.443814236,1.565068303,2.975884997,2.951042068,2.962731126
OS12G0580700,7.338443884,10.17022399,24.53006921,28.08695449,11.32319687,22.89772513,9.273043974,9.356133023,14.97293071
OS12G0580900,5.604811672,5.824770676,3.421165127,11.17537112,3.55210809,7.638102236,4.703764735,1.812679458,3.544899123
OS12G0580950,9.894975822,1.959399006,7.432290059,0.5314216,0.83182539,1.129530435,5.409079023,0.664470999,5.044153759
OS12G0581300,13.68586861,5.882186513,18.00877946,4.989393698,2.377574614,4.393640575,9.746507039,4.948044176,8.232832689
OS12G0581350,12.79442781,7.842057058,14.80962511,4.054986967,1.97403147,3.17086774,6.447100037,5.480231829,5.756659498
OS12G0581400,4.224663694,0.966684167,1.694230964,0.247834757,0.450932406,0.198175516,2.786345728,0.437341101,1.445333789
OS12G0581600,8.992263511,9.391909629,10.38683844,3.477492462,8.418344796,5.071600362,10.01072546,11.48736808,8.680808792
OS12G0581700,23.54348315,93.06528179,28.35015618,43.81925113,95.55676917,45.25291578,50.94860876,140.1042998,52.42561451
OS12G0581800,10.98633231,2.321771778,5.665188441,0.889356085,1.024905829,1.053651645,5.957801313,0.929410053,2.972050811
OS12G0581900,8.205228777,16.24072075,26.77238212,29.09163242,13.33262923,27.67886291,25.27765177,25.19070342,44.27921003
OS12G0581950,3.839310362,8.141186758,13.46202085,14.88723782,6.48666678,13.89352633,12.5924788,13.07035277,22.01323922
OS12G0582000,9.958180481,0.291326672,5.649316513,0.145879348,0.19912972,0.306831816,1.920181188,0.114450374,1.657942036
OS12G0582600,0.616430265,1.414389416,1.948803936,0.973002872,1.580890454,1.135162208,0.679688955,1.562101297,1.342721058
OS12G0582666,0.264560323,0.314534865,0.31068296,0.359743817,0.989185811,0.644622658,0.230665041,0.23417256,0.152217636
OS12G0582700,126.2809691,138.5339296,43.66534302,53.95521461,76.31181367,50.25066603,64.63712589,104.1413354,56.73401557
OS12G0582800,10.63037905,18.54687091,9.23161023,17.17598163,16.03513917,14.82931382,9.79602153,11.1279551,8.122380263
OS12G0582900,0.725180762,3.155651409,1.913610006,3.965392284,4.607480161,5.374034113,0.689412168,1.402588254,1.956040862
OS12G0583000,6.325539015,6.454981417,5.099408644,6.066091338,4.929570296,6.85233462,4.786926511,2.815566776,3.082533419
OS12G0583400,10.43338644,27.25887085,12.60066725,19.94533984,26.26884964,21.66841072,19.95788163,29.2099911,21.0056269
OS12G0583500,10.23426014,3.459455667,7.478161409,3.877507137,2.161992804,3.735917331,7.132271189,2.398907685,3.519760014
OS12G0583700,23.96696611,65.06824599,16.9836132,29.53328894,103.0605745,44.14433607,14.8914916,73.34660775,23.90927575
OS12G0583900,50.65063775,50.00993683,44.79786083,34.15231097,35.79821929,34.26355109,34.72630504,34.58999329,23.81072697
OS12G0584200,1.126664193,7.983504695,3.135035058,2.688276422,4.740677098,3.798977747,2.322894541,7.160412397,3.618027322
OS12G0584700,0.994571955,8.573475121,5.157591992,0.259078393,3.194317224,0.210139085,0.612599997,7.017765748,0.974001077
OS12G0585300,1.74556885,7.186210251,2.520660282,1.758592544,2.743235119,1.555679462,2.151901367,6.379438519,1.839211365
OS12G0586000,23.19795909,39.85107275,17.79652027,20.83659182,24.52358959,17.79485558,19.13850319,20.13628238,13.92961922
OS12G0586100,39.07249855,57.88553042,90.47954262,13.85497863,19.07826752,28.56366641,19.48186642,38.75232904,39.43889179
OS12G0586300,38.44644607,7.301996042,37.52844246,27.68600222,5.29395384,24.55215819,19.64273471,3.94715462,12.11311101
OS12G0586400,5.843595164,16.47564228,6.945117658,5.632996474,9.163767235,7.569735224,4.552648581,8.157608829,5.072896887
OS12G0586500,48.96230172,45.42331739,32.33760151,26.07374899,24.88026434,11.54487883,15.05346339,18.9697202,7.640227755
OS12G0586600,47.99849929,35.61874017,40.80476354,29.9956472,28.77222078,24.72393373,29.05557666,22.1940314,20.78543325
OS12G0587200,6.602403197,15.31529213,9.894221223,5.712645501,7.582483628,5.815586906,2.559563997,4.331727327,2.673452942
OS12G0588400,4.277084905,2.193042449,2.938980967,0.631850491,0.820533402,1.023746017,2.434466944,1.846972953,2.896311372
OS12G0588800,9.376813937,3.557491719,16.22355558,7.413809671,1.851972588,4.212627753,8.762018812,1.167162911,6.122728523
OS12G0588900,6.029728402,5.463994808,8.55558018,10.53942865,15.15800947,10.03725372,11.16942624,10.13343092,9.89184988
OS12G0589100,330.9799264,178.0675319,272.5195849,237.8343265,165.2347751,200.9891313,454.8219041,194.2968887,271.4688103
OS12G0589400,0.161083848,1.364374942,0.610745541,0.325944329,1.347334355,0.29747858,0.332478521,2.232176426,0.239390231
OS12G0590400,4.982821268,28.29750211,7.314169852,5.373690037,10.19736843,6.188523267,8.713730038,36.13400542,10.08509616
OS12G0590500,5.902754998,0.444590519,4.636901653,0.405222183,0.292716392,0.393318559,4.56052127,0.275416619,2.127895682
OS12G0590900,9.776849826,9.450265356,11.03073407,5.852103003,5.09892169,4.80770348,7.562757942,5.544958297,5.13283854
OS12G0591101,9.462300887,9.181243471,11.02326077,6.004212468,5.17714556,4.880936454,7.483785837,5.873418674,5.118015986
OS12G0592200,18.8149574,8.251628838,22.82636768,15.09121337,16.53466718,22.66454501,28.52336166,18.38216878,32.43463731
OS12G0592900,37.61870831,117.6560088,17.30137058,48.60897701,158.7308541,47.47174744,34.87276616,167.5675191,43.3143437
OS12G0593000,34.38809191,46.70960373,28.77511096,29.01492757,35.69945218,28.94408804,30.76642264,36.39554308,25.87957128
OS12G0594000,4.582038075,1.227590685,2.697877089,12.71234153,7.980391593,5.743368927,2.850119396,2.503569048,1.98444942
OS12G0594200,0.528094409,2.742459094,0.73712111,0.763715326,1.540437519,0.502860936,0.927252488,1.600631342,0.394095229
OS12G0594201,12.60188578,29.86042068,11.90817839,8.69617911,16.13703458,11.02055663,8.653241767,26.95282087,11.45693522
OS12G0594300,8.743985137,8.192135067,6.483624157,9.957649814,10.36887118,8.287553851,10.05224064,8.494675195,7.44015168
OS12G0594600,0.695835633,0.443867474,2.514875585,2.818106403,2.645650074,4.471615951,0.518696633,1.022223283,0.786168265
OS12G0594950,8.980541706,2.378271396,8.199438324,9.85448577,1.544779155,12.30821979,7.184770208,0.828469939,10.01261193
OS12G0595000,25.20471658,17.7678896,39.10337372,25.09854108,20.26316848,23.706074,25.6973834,13.56286513,23.44223659
OS12G0595500,8.594766006,10.88670764,8.943572188,14.08043984,6.713476601,20.7256088,3.976855959,5.931961688,15.76987753
OS12G0595800,16.59246254,14.65238629,20.01872178,20.78102285,12.50300856,15.96746774,11.57142134,13.55888793,9.754481171
OS12G0595900,24.62026301,17.99924152,27.18568339,29.16977102,18.86369549,22.00030115,16.16521836,20.350878,13.18779654
OS12G0596000,1.42931596,4.503052062,2.67769339,2.092879583,3.508998703,2.549525169,1.976724724,4.816906276,1.833306363
OS12G0596201,2.84348684,8.044334268,6.784967957,1.474685345,6.595410571,1.188570849,2.212011508,6.213797726,2.697845595
OS12G0596300,1.021248774,9.104826067,2.123407432,1.520344116,3.211261473,1.142253058,0.557085291,3.72467974,1.21677311
OS12G0596501,12.98406121,8.245053308,12.53811732,11.6085705,5.058059626,7.025301686,9.059571492,3.833127753,5.029604705
OS12G0596600,10.07862895,7.092260999,11.6040179,9.627125848,5.33631686,6.568199102,8.354673225,3.519508574,4.977096013
OS12G0596800,27.00087304,21.98812829,21.29108097,19.29934013,14.35873795,15.46813054,20.19510681,13.91115625,14.60196672
OS12G0596900,5.94511505,11.01366145,6.731496002,4.000067637,8.6678369,6.110480827,4.816614556,11.11718711,5.112526915
OS12G0597000,29.19826585,29.28053971,39.49094794,24.491213,37.64516836,24.36861525,37.05287786,49.55789696,37.20542987
OS12G0597200,19.42234706,31.36381832,22.28788509,11.7587564,21.12331816,8.344406866,12.12326743,22.29107508,11.56338804
OS12G0597300,8.820422181,14.32599407,9.124787912,10.81934652,12.58668471,9.841081537,10.78508578,11.57346006,10.14052822
OS12G0597400,1.011572754,0.839888507,1.869728436,1.187638393,1.819279126,1.142572102,0.397349393,0.675903935,1.320103565
OS12G0597500,68.31835857,161.4767607,67.49667453,93.42915563,123.8616736,69.95171254,57.06246795,95.41126859,45.5155847
OS12G0597600,19.90017447,21.73706933,24.61133692,11.01534092,15.8265254,15.65186721,13.83998487,12.89098105,16.48242097
OS12G0597700,30.62523213,68.31714248,47.87064492,38.97763666,37.08819686,38.27423541,34.80150253,46.0552651,34.43712918
OS12G0599700,4.77081296,1.078680405,9.406570923,0.795891519,0.665032908,5.697695687,5.668746436,0.227580977,7.910265887
OS12G0599800,4.648521141,0.428081393,1.415910909,0.678221248,0.185392484,0.935064586,5.045236599,0.250576353,2.987194775
OS12G0600200,3.908413102,10.86954099,5.501353047,2.755750406,4.937346874,3.917245547,5.630974449,7.865337456,5.446175236
OS12G0600301,6.287780265,21.03969935,6.976278716,5.092518266,10.21544824,6.249622633,9.298867263,12.18398576,7.869380705
OS12G0600400,39.37451753,68.99833093,43.64668241,46.43837643,48.04697128,44.99170041,45.93949059,51.0901047,42.01038984
OS12G0600701,109.8847065,171.9385189,198.1157724,188.9322068,148.4444379,163.4361653,185.8251854,134.1797588,166.658897
OS12G0601000,6.160796572,1.298398255,6.112948147,0.45689152,0.466607353,0.525742372,3.009872644,0.411070625,1.992159555
OS12G0601200,9.448485526,17.89404341,14.60967899,10.72581504,12.14417591,11.7970327,7.938788529,10.85933846,8.517152512
OS12G0601300,166.7139613,41.75114691,105.8165477,10.54610449,11.0999461,21.63319168,118.5687588,24.38773129,57.42620511
OS12G0601400,256.8217623,44.59106711,149.7102059,18.40303135,14.0332251,27.10948808,188.122195,25.84573065,88.17403382
OS12G0601500,1.198158599,0.596433726,1.480498347,0.211977026,0.134860058,0.140019366,0.587318411,0.348490112,0.453022113
OS12G0601800,1.888785869,0.955841185,1.160054044,2.571496246,1.445843902,1.202561986,1.236829496,1.616640041,1.068971351
OS12G0603300,0.372387079,1.618210795,1.214727404,6.107317672,0.558300467,3.15008285,0.823569383,0.496159749,0.514144515
OS12G0603700,13.60053054,13.42717817,37.01387267,27.07397645,9.165991635,19.90881242,13.19601933,5.901025566,12.0862716
OS12G0603800,67.40449717,96.51886688,67.10021562,20.59467472,74.14616551,53.21738983,59.87634928,99.01774744,91.64065737
OS12G0604200,3.114833561,5.23977303,5.507849676,1.263296801,1.624281652,1.766654154,1.759980267,1.590948753,0.911403903
OS12G0604300,4.168061144,3.631145048,8.065243503,1.773628007,1.848592721,2.35242838,2.515212393,2.029026674,1.712013326
OS12G0604500,0.125409987,0.640136391,0.164194562,0.152898068,0.281684334,0.104290795,0.211436473,0.096395224,0.107829427
OS12G0604700,12.0753851,4.89310448,16.53510031,4.871937456,2.142042043,4.671438349,6.433315467,2.436428124,5.586231331
OS12G0604800,31.65531382,22.52470568,39.80161861,25.31152587,24.48731945,34.55882977,31.50938653,18.94761542,35.94998526
OS12G0605100,44.01150627,9.022741676,46.31025823,29.49724906,7.751408576,21.2796037,32.94300054,8.613669633,23.10723187
OS12G0605200,12.71060354,4.43000262,11.33205935,11.8399083,2.433761043,6.019999669,10.81664493,2.447710261,4.400533754
OS12G0605300,9.268683671,16.44397496,10.65966948,15.84189103,17.91799437,14.1919608,11.35320524,18.53307766,12.04647622
OS12G0605400,107.4217034,82.42694366,141.4023078,116.8341682,93.26311889,124.2376741,123.9928565,93.25686947,126.6219177
OS12G0605500,19.34608313,10.32065526,15.99441662,5.443695786,2.159674451,2.21425312,19.02431092,4.913616144,9.955589351
OS12G0605800,17.82075671,60.37377481,11.2217367,9.565261117,39.28439822,8.228354919,9.835625529,50.39318025,7.313076168
OS12G0605850,18.08086857,61.78802355,11.70237183,9.989740217,42.05984729,8.634375299,9.469535687,52.75660671,7.180067193
OS12G0606100,5.426880513,3.054249788,6.786822129,4.43073157,3.408409144,4.89804536,4.821065577,2.480329547,3.412863952
OS12G0606600,2.06082804,1.979391671,2.785199024,5.300848132,4.044985222,3.913908706,2.3526935,1.634576989,2.341655756
OS12G0606900,3.051075962,8.573859677,5.266936139,6.816061366,5.816416143,4.905258434,3.679227802,4.409840038,3.591272987
OS12G0607000,25.16330374,69.9208905,22.29043743,17.70246477,58.78050231,19.13116494,14.68652507,41.64807249,13.49076178
OS12G0607100,48.51874501,20.21416137,62.64289443,32.54235873,23.70986206,43.59787598,30.16565826,13.07749707,36.62069059
OS12G0607400,5.791526954,31.84691442,18.37897864,5.845778926,16.8799921,9.096482137,7.916298229,25.25091681,12.59343884
OS12G0608500,3.580148169,12.59597926,2.81615618,4.826354189,12.46414074,4.632418609,2.948485294,10.60528935,3.027988089
OS12G0608600,139.4417061,116.2345807,129.394795,111.5148184,79.56924333,101.2456378,86.92273712,69.36767997,81.70026334
OS12G0608633,8.280226477,65.63873573,9.600183767,13.9556214,67.25100998,17.80088903,11.32656538,104.3158676,31.91286309
OS12G0608700,3.164219314,26.89761802,4.031474902,7.261056444,39.29157764,7.290702274,5.132539276,46.06564265,8.629345204
OS12G0609050,5.265783556,20.11795359,5.623640587,4.87418148,12.11825156,7.192731408,13.55252752,36.16514466,17.07291768
OS12G0609100,1.456711736,1.182800135,5.046220301,1.643793,3.159701235,0.963371795,1.041049983,2.890857401,3.951232023
OS12G0609200,1.889093123,11.01350223,4.467103917,0.659618627,2.433967301,1.042955643,2.174624414,13.17505457,2.130406428
OS12G0609500,0.463153021,0.412269077,0.653458364,1.663855508,0.618257605,0.629310506,0.871803187,0.201364402,0.337919983
OS12G0609600,3.813344903,2.811039716,1.234575841,1.918515211,0.16230331,0.864259028,4.840374433,0.16732663,2.13663825
OS12G0609800,11.28544234,16.29900224,15.40684115,8.719572718,13.55945487,10.59475419,8.665483749,8.260349427,9.585859286
OS12G0609900,0.295324628,3.207827787,0.174334843,0.403240049,1.085246011,0.232570398,0.3417551,0.93672758,0.190634252
OS12G0610200,0.820097388,15.90827086,4.178343917,4.133322916,17.11719098,5.632808651,1.089187415,11.61187118,2.298945905
OS12G0610250,0.172672953,12.63850696,1.855340639,2.90573839,12.50356325,3.96945122,0.502979133,8.456126422,1.307390371
OS12G0610300,8.334698899,1.924058894,6.68858628,2.239011601,1.769527815,2.727146236,3.837144902,1.511175351,2.205270537
OS12G0610500,2.069714445,3.614852614,2.01789672,2.296607722,3.186936466,2.074113623,1.586069007,1.917017847,1.838095905
OS12G0610600,5.824645515,9.636939445,8.012991727,14.09026767,24.15776421,21.15156375,6.969072522,11.83990961,10.59970392
OS12G0610800,3.344940898,0.778261922,0.788287375,3.077231713,0.293549342,1.320898726,10.02226801,0.605466036,1.036559376
OS12G0610950,0.483292082,3.619032261,1.618417079,0.259520672,0.27620558,0.304776838,0.464452058,2.196275663,0.546675183
OS12G0611000,19.94310923,31.27641056,15.3083325,20.88146351,28.6153571,19.32308667,18.58034387,22.81568509,15.29784163
OS12G0611100,2.665016897,24.02441842,5.351048435,6.881593739,15.75832278,9.443360932,3.125565393,14.59226103,5.481282842
OS12G0611200,53.29520147,104.9172302,103.9725609,57.98314326,74.84059559,53.36024879,38.1778737,46.66848949,51.16335434
OS12G0611250,30.84061973,89.7085393,63.21558738,42.41873741,60.8612037,31.77109396,27.42789046,28.17127279,21.40491399
OS12G0611300,10.98648386,6.129160286,11.04306698,3.510794728,3.197835724,3.221540833,7.88020168,2.944901787,3.546241031
OS12G0611700,37.49471218,31.12181361,46.06771858,47.25518816,33.55201485,64.39580675,97.04633974,49.85072182,129.6001221
OS12G0611900,0.967606938,1.833142721,4.033208916,1.964736159,0.947783363,1.430871076,2.266865557,1.233820874,1.794114183
